gender,age,days_diff,max_date_income,offer_id_count,amount_count,amount_mean,reward_count,reward_mean,xid-0b1e1539f2cc45b7b9fa7c272da2e1d7,xid-2298d6c36e964ae4a3e7e9706d1fb8c2,xid-2906b810c7d4411798c6938adc9daaa5,xid-3f207df678b143eea3cee63160fa8bed,xid-4d5c57ea9a6940dd891ad53e9dbe8da0,xid-5a8bc65990b245e5a138643cd4eb9837,xid-9b98b8c7a33c4b65b9aebfe6a799e6d9,xid-ae264e3637204a6fb9bb56bc8210ddfd,xid-f19421c1d4aa40978ebb69ca19b0e20d,xid-fafdcd668e3743c1bb461111dcafc2a4
F,48.0,650,60785.16864316256,10,4,13.997499999999999,2,6.0,1,0,1,0,1,0,0,0,0,1
M,20.0,1079,40175.01928016738,11,12,7.808333333333334,3,4.0,1,0,0,0,0,1,1,0,0,1
M,46.0,3,40025.31026434174,8,11,11.573636363636364,2,7.5,0,0,0,0,0,1,1,1,0,0
M,24.0,1186,88604.01523358673,8,14,4.808571428571428,2,3.5,1,0,1,0,1,0,1,0,0,0
M,71.0,1065,118918.03211076425,10,14,23.79714285714286,2,3.5,1,0,1,0,0,1,0,0,0,0
F,50.0,62,79026.37528188228,10,0,,0,,1,0,1,0,1,0,0,0,0,0
M,37.0,437,100879.92762752256,7,8,23.94875,2,7.5,1,0,0,0,0,0,1,1,0,0
F,57.0,795,95782.17738357835,15,7,18.448571428571427,5,6.6,1,1,0,1,0,0,0,1,0,0
M,52.0,1553,117931.58552171607,10,7,20.392857142857142,3,6.0,0,1,0,0,0,1,0,1,1,0
M,41.0,701,47530.8719692894,6,8,2.78875,0,,1,0,0,0,0,1,1,0,0,0
F,66.0,403,80562.92182681423,8,6,17.916666666666668,2,3.5,1,0,0,0,0,0,1,0,0,1
F,66.0,1029,108080.35724348521,13,8,21.725,3,5.0,0,1,0,1,1,0,0,1,0,1
F,68.0,274,127136.99891704485,7,6,27.42,2,7.5,0,0,1,0,1,0,1,0,0,0
M,20.0,870,84094.11831829803,5,9,2.198888888888889,0,,0,0,1,0,0,0,1,1,0,0
M,43.0,387,45570.9023782629,8,16,4.045625,1,2.0,1,0,1,0,0,1,0,0,0,1
M,73.0,226,39854.636591835326,13,12,8.7325,4,5.0,1,0,0,0,0,1,1,0,0,0
F,42.0,423,61224.17681996711,11,10,14.662,3,6.666666666666667,1,0,0,1,1,0,0,0,1,0
M,82.0,782,129718.50554798126,14,9,24.71666666666667,2,4.0,0,1,0,0,0,1,0,0,1,0
F,70.0,259,97163.9043847016,7,5,27.115999999999996,2,4.0,1,1,1,1,0,0,0,0,0,0
F,42.0,289,75461.01410707872,8,4,16.6675,2,6.0,0,1,0,0,0,0,0,1,0,1
M,48.0,1057,77478.86008773759,7,8,15.7025,1,10.0,0,0,1,0,1,1,0,0,0,0
F,53.0,1050,116046.88250992497,15,10,22.235,5,4.2,0,1,0,0,0,0,0,0,1,0
M,64.0,144,69065.50012623472,8,0,,0,,0,1,1,0,0,0,0,1,0,1
M,79.0,184,93560.33002726751,8,6,14.608333333333334,2,6.0,0,0,1,0,0,0,0,1,1,0
M,51.0,806,65188.30177685098,5,13,2.376153846153846,0,,1,0,0,0,1,1,0,0,0,0
F,45.0,187,91539.09692340334,9,0,,0,,0,1,0,0,1,1,0,0,1,0
F,48.0,784,123874.43721539427,6,4,24.1125,2,5.0,0,0,0,0,0,0,1,0,1,0
F,54.0,1006,147118.85148521853,10,8,22.645,2,2.0,0,0,0,1,0,1,0,1,0,1
M,52.0,16,48162.207925932955,10,9,3.488888888888889,1,3.0,1,1,0,1,1,0,0,0,0,0
M,28.0,1766,98679.04688538318,11,14,12.272142857142857,1,5.0,1,0,0,0,1,0,0,1,1,0
M,69.0,1546,65113.05408289201,12,18,3.157777777777778,1,2.0,1,0,0,0,1,1,0,0,1,1
M,73.0,394,99969.41918232842,16,12,24.886666666666667,5,4.4,1,0,0,0,0,1,0,0,1,1
F,67.0,347,76389.52497860434,12,5,17.576,3,8.333333333333334,0,0,1,0,1,1,0,1,1,1
F,76.0,43,34309.66757024105,9,7,11.775714285714285,1,2.0,1,1,1,0,0,0,1,0,1,0
F,55.0,978,65137.820029662245,11,11,12.77090909090909,3,4.333333333333333,1,1,0,1,0,1,0,0,1,0
F,89.0,33,83579.53799646205,10,2,25.445,2,6.0,0,0,0,0,0,1,0,1,0,1
M,57.0,88,41767.85637411717,6,5,4.272,2,4.0,0,1,0,0,0,0,0,0,1,0
F,54.0,165,72478.20164503514,9,1,9.77,1,5.0,0,0,0,1,0,0,1,0,1,1
M,58.0,211,76321.08538115327,8,6,3.908333333333333,0,,1,0,0,1,0,1,0,1,0,0
M,49.0,245,41067.63850994536,9,2,2.545,0,,0,1,0,1,1,0,0,0,0,1
F,73.0,80,80343.88830389446,9,3,18.633333333333333,1,2.0,0,0,0,1,0,1,1,0,0,1
F,58.0,522,84842.63364609396,13,8,20.39125,4,4.5,1,1,1,0,0,0,0,0,1,0
M,51.0,224,73385.48232488886,9,5,4.593999999999999,0,,0,0,1,0,0,1,0,0,1,1
M,74.0,829,92898.29323124755,9,7,24.187142857142856,3,5.666666666666667,1,0,0,0,1,0,0,0,0,1
M,53.0,1054,118642.53635002294,12,6,22.233333333333334,4,5.0,0,1,0,1,0,0,1,1,0,1
M,61.0,149,33021.3022441577,10,4,9.727500000000001,3,6.666666666666667,0,0,0,0,1,0,1,1,1,0
M,41.0,275,58283.412391968006,8,0,,0,,0,0,0,1,0,0,1,0,0,1
F,64.0,291,101011.5505659893,9,9,24.273333333333333,2,6.0,1,0,1,0,1,1,0,0,0,0
M,42.0,321,80251.99803259154,12,6,24.80666666666667,2,4.0,0,1,0,1,0,0,0,0,1,0
M,50.0,821,67772.79748140942,12,21,14.505238095238095,3,2.0,0,0,1,1,0,0,0,0,0,1
M,60.0,326,59984.69805858434,6,10,3.252,0,,1,1,0,0,0,0,0,1,0,0
F,57.0,839,99061.96627787547,14,11,23.735454545454544,4,6.25,0,0,0,0,0,1,0,1,1,0
F,39.0,475,59688.467415915664,13,17,12.564705882352941,3,5.0,0,1,0,1,1,0,0,0,0,1
F,57.0,698,77623.28388932243,16,20,18.947499999999998,6,6.333333333333333,0,1,0,0,1,0,1,1,1,0
M,57.0,222,74402.4638999466,12,6,17.716666666666665,3,5.666666666666667,0,0,1,1,0,1,0,1,1,0
M,68.0,860,61139.52190591988,4,16,4.031875,1,2.0,0,0,0,1,0,0,0,0,0,1
F,83.0,1050,142251.0172702306,6,7,28.367142857142856,2,5.0,0,0,0,0,0,0,1,0,1,0
F,35.0,205,75180.41914596235,12,6,17.328333333333333,3,4.0,1,0,1,1,0,0,0,1,1,0
F,90.0,206,75196.27277161948,7,3,15.97,1,2.0,0,0,0,1,0,0,0,1,0,1
M,56.0,113,73736.09344213469,9,4,4.1325,1,2.0,0,0,1,1,1,0,0,0,0,1
M,84.0,322,86690.43481434681,4,2,16.965,0,,0,1,0,1,0,0,0,0,0,0
M,62.0,136,40134.54925941328,11,8,3.1525,1,2.0,0,0,0,1,1,0,1,0,0,1
M,63.0,518,64693.73940054434,15,12,16.1225,5,5.0,1,1,0,0,0,0,0,1,1,1
M,67.0,933,68174.92052690785,13,6,15.658333333333333,3,4.333333333333333,0,1,0,0,1,0,1,1,1,0
F,68.0,242,52617.52451613128,14,7,14.895714285714286,4,4.25,1,0,0,1,0,0,0,0,1,1
M,55.0,444,80164.26191429253,9,6,12.586666666666666,3,4.0,0,0,1,0,0,0,0,0,1,0
F,24.0,534,66031.5396488481,16,15,40.673333333333325,6,8.333333333333334,1,0,0,0,1,0,0,0,0,0
M,40.0,345,41942.752127753396,11,10,3.3280000000000003,3,4.0,1,0,0,0,0,0,0,1,1,1
M,83.0,189,63480.001788350564,12,16,4.713125,1,3.0,0,1,0,0,1,1,1,0,1,0
F,63.0,497,45529.73340456418,11,20,2.9435,2,7.5,1,0,0,1,1,0,0,1,0,0
F,59.0,191,61424.587808320975,13,14,14.775714285714287,4,5.0,0,1,1,0,0,1,1,1,0,0
O,49.0,231,44096.32602867578,11,12,9.966666666666667,4,4.25,0,1,1,0,0,0,0,1,0,1
F,61.0,774,116549.8907105145,10,6,26.046666666666667,2,3.5,0,0,1,0,0,1,0,0,1,0
M,42.0,43,57519.14857363941,8,3,13.35,1,2.0,0,0,1,1,1,0,0,0,0,0
M,58.0,178,37376.81619104035,9,6,4.095,2,3.0,1,1,0,0,0,0,0,0,1,0
F,48.0,643,50388.7319478651,8,10,9.418000000000001,2,3.5,1,0,0,1,1,0,0,0,0,1
M,35.0,331,68626.25248432808,7,6,2.4766666666666666,1,2.0,0,0,1,0,0,0,1,1,0,1
M,36.0,133,31881.647882811198,10,8,4.1850000000000005,1,2.0,0,0,1,0,1,1,0,0,1,1
F,41.0,833,119200.8685993951,9,4,25.53,3,6.666666666666667,1,0,0,0,0,0,1,1,0,0
F,83.0,452,80299.59849328945,15,12,20.5625,5,5.4,1,0,1,0,0,0,1,1,0,0
M,53.0,284,92368.88081666442,10,3,32.08,3,5.666666666666667,1,0,1,1,0,0,0,1,0,0
F,53.0,923,117839.97135874948,12,8,24.42875,5,4.8,1,0,0,0,1,0,1,0,0,1
F,80.0,197,50035.806939075126,8,8,53.945,2,3.5,0,0,0,0,0,1,0,0,1,1
M,25.0,983,81200.58265329943,10,10,2.728,1,2.0,1,0,0,1,0,1,0,0,1,1
M,63.0,995,146778.02327615808,11,4,31.6475,3,7.333333333333333,0,0,1,0,0,1,0,1,0,1
F,63.0,772,77667.16765213391,6,11,14.969090909090909,1,5.0,0,0,0,1,0,1,1,0,0,0
F,56.0,184,113311.95525524621,12,15,26.701999999999998,4,3.5,0,0,1,0,0,1,0,0,1,0
M,43.0,295,62786.42158628795,10,4,2.3875,1,3.0,1,1,1,0,1,0,1,0,0,1
F,58.0,864,69589.88896272486,10,12,5.148333333333333,2,7.5,1,0,0,1,1,1,1,0,0,0
M,59.0,549,66240.71365930296,15,14,13.987857142857143,5,9.0,1,0,0,0,1,0,0,1,0,0
M,49.0,130,106890.15099612912,7,3,26.513333333333335,1,5.0,0,0,0,1,0,1,0,1,1,0
F,63.0,317,74838.71858101308,10,7,3.144285714285714,0,,1,1,0,0,1,0,1,1,0,0
M,42.0,959,115065.55516918746,12,8,27.49625,3,6.666666666666667,1,0,0,1,0,1,1,1,0,0
F,52.0,190,59329.88723681293,9,14,2.4221428571428567,1,2.0,1,0,0,1,0,1,0,0,0,1
F,57.0,109,37860.214027732975,8,11,28.172727272727272,2,7.5,0,0,0,1,0,0,0,1,1,0
F,56.0,259,62311.63433366733,7,4,16.305,2,6.0,0,0,0,0,1,1,0,0,0,1
M,80.0,284,92368.88081666442,10,4,20.85,1,5.0,0,0,1,0,1,0,0,1,1,1
M,43.0,896,62813.32676897849,15,11,15.72181818181818,3,3.0,0,1,0,1,0,1,0,0,1,1
M,54.0,254,73851.15824412357,7,2,7.095000000000001,0,,0,0,0,0,1,0,1,0,1,1
M,28.0,622,83230.13562947023,12,28,4.564642857142857,4,3.0,0,1,1,0,0,0,1,1,0,1
F,57.0,291,101011.5505659893,12,8,26.915,4,5.75,0,1,0,0,1,0,1,0,1,0
M,71.0,1234,86910.9641528908,9,11,3.2045454545454546,0,,0,0,1,1,0,1,0,0,0,0
F,64.0,99,114362.50090021116,8,4,26.1575,2,2.0,0,0,1,1,0,0,0,0,0,1
M,20.0,1517,67469.99875605149,4,5,2.166,0,,0,0,1,1,0,0,0,1,0,0
F,36.0,459,63893.91662898098,12,9,9.703333333333333,2,6.5,0,1,0,0,1,1,0,1,0,0
F,45.0,660,113781.76603399425,5,7,25.582857142857144,1,5.0,0,0,0,1,0,0,0,0,1,0
M,71.0,1317,85805.19689127813,8,10,14.277000000000001,0,,0,0,0,0,0,1,0,1,0,0
M,67.0,55,90038.12924988133,12,4,22.2025,2,2.0,0,0,1,1,0,0,1,0,0,1
F,72.0,672,93330.01975350101,11,6,19.433333333333334,3,4.333333333333333,0,1,0,0,0,1,1,0,0,0
M,51.0,75,101593.96142149957,8,6,26.013333333333332,2,10.0,0,0,0,0,1,1,0,1,0,0
M,48.0,310,72593.24526679207,8,5,19.822,2,7.5,0,0,0,0,1,0,0,1,1,0
M,53.0,107,61369.0566118501,8,9,3.9111111111111114,1,10.0,0,1,1,0,0,0,0,1,1,0
M,25.0,161,54830.088994812104,6,5,1.8940000000000001,0,,0,1,0,0,1,0,0,1,0,0
F,79.0,197,88605.07478794553,16,14,19.599999999999998,5,6.0,0,1,0,0,1,0,1,1,0,1
M,19.0,32,32216.64267084443,11,6,2.4633333333333334,0,,0,1,0,1,0,1,0,1,0,1
F,28.0,106,50107.49651149656,10,3,2.9666666666666663,1,3.0,0,1,1,0,0,1,1,0,0,0
M,56.0,1506,104404.90995213522,15,8,23.6125,5,5.2,1,1,0,0,0,0,1,1,0,0
M,44.0,1590,51736.982725278605,6,7,3.0042857142857144,0,,0,0,1,0,0,1,1,0,1,0
M,25.0,213,41837.4121100968,9,19,2.1936842105263157,2,2.0,0,0,1,0,0,0,0,1,1,1
F,61.0,194,81256.77051746326,7,8,17.822499999999998,1,5.0,1,0,0,1,0,1,0,0,0,0
M,34.0,307,62945.486573579816,3,6,3.015,0,,0,0,0,1,0,0,0,0,1,0
F,41.0,228,38822.198403616305,8,11,12.141818181818183,2,3.5,1,0,0,0,0,1,0,0,0,1
M,44.0,599,57865.773646014306,5,13,3.0676923076923077,1,3.0,1,1,0,0,0,0,0,0,0,0
F,51.0,27,92525.25049319907,6,3,25.74666666666667,1,5.0,0,0,0,0,1,0,1,0,1,0
M,47.0,259,46469.69340137903,7,3,1.5133333333333334,0,,0,0,0,1,0,0,0,0,1,1
F,63.0,19,70280.99586853353,9,3,18.94333333333333,1,5.0,0,0,0,0,0,0,1,1,1,0
M,62.0,242,64193.37990968016,6,4,15.629999999999999,0,,0,1,0,1,0,1,0,0,0,0
M,66.0,23,71345.15785178535,10,7,4.524285714285715,2,2.5,0,1,0,0,0,1,0,1,0,1
M,62.0,230,73478.38200486064,11,7,15.1,3,4.666666666666667,0,0,1,0,1,1,0,0,0,1
M,83.0,837,104985.2725270165,14,13,21.43923076923077,3,2.3333333333333335,0,1,0,1,0,1,0,0,0,1
M,43.0,29,58355.73986086213,9,2,9.485,1,10.0,0,0,1,1,1,1,0,0,1,0
F,66.0,599,106654.56319069304,10,2,24.11,2,7.5,1,0,0,1,0,1,1,1,0,0
M,70.0,250,46381.59290044566,8,7,1.8014285714285714,0,,0,1,0,0,1,0,0,0,0,1
F,65.0,195,68770.2277223586,14,4,14.594999999999999,2,6.0,0,1,1,0,1,0,1,1,1,0
F,33.0,627,61632.44001760739,10,14,13.630714285714285,4,2.25,0,1,1,0,0,0,0,0,0,1
M,63.0,0,78000.0,9,1,20.86,1,10.0,0,0,0,1,1,1,0,1,0,0
M,77.0,359,45302.6507583773,9,6,2.7016666666666667,0,,0,1,0,1,1,0,0,0,0,0
F,49.0,283,60504.78369416109,8,9,3.3555555555555556,1,5.0,1,0,0,1,0,0,0,0,1,0
M,53.0,549,116763.29187402556,17,8,26.95375,6,5.333333333333333,0,1,0,0,1,0,0,0,1,1
F,61.0,879,104715.50261155296,11,8,23.9275,3,5.666666666666667,1,0,0,0,1,1,1,0,0,1
M,60.0,954,46466.84871688964,12,12,9.760833333333332,4,3.75,1,1,0,0,0,0,0,1,0,1
F,44.0,311,64066.37057974757,6,11,15.181818181818182,2,6.5,0,1,0,0,1,0,0,0,0,0
M,69.0,1130,78680.65625647744,12,5,18.294,2,4.0,0,1,0,1,1,0,0,0,1,0
M,39.0,63,71949.43377444909,7,2,6.165,0,,1,0,1,0,0,0,1,1,0,0
F,38.0,1218,71104.53550228199,9,18,4.323888888888889,2,3.5,0,0,1,0,0,1,0,1,1,0
F,83.0,215,103591.27065063163,10,6,29.151666666666667,3,8.333333333333334,1,0,0,0,1,1,0,0,0,0
F,63.0,914,113978.93645240998,13,10,25.57,4,3.0,0,1,1,0,0,1,1,0,0,1
F,41.0,1015,50784.28806639885,3,8,3.37875,0,,0,0,1,1,0,0,0,0,0,0
M,54.0,256,41163.00026350539,7,12,2.045833333333333,1,2.0,1,0,1,0,1,0,1,0,0,0
M,41.0,181,57139.60177825097,11,5,14.956,2,10.0,1,0,0,0,0,0,1,1,1,0
F,56.0,307,73614.2131114747,6,8,2.85625,1,5.0,0,0,1,1,0,0,1,0,1,0
M,50.0,189,101984.26516816976,11,1,26.7,2,7.5,1,0,1,1,0,0,1,1,0,0
M,58.0,976,67567.35152038845,15,15,10.808666666666666,3,4.666666666666667,0,0,1,1,1,0,0,0,0,0
M,39.0,457,67170.44234547977,13,16,4.11375,3,3.0,1,1,1,0,1,0,0,0,0,1
F,60.0,303,58628.5272919767,10,5,16.229999999999997,2,7.5,0,0,0,0,0,1,0,1,1,0
F,60.0,688,85552.59939952838,11,5,17.869999999999997,3,6.0,0,1,0,1,0,0,1,1,0,0
M,24.0,23,38184.73237137807,7,4,1.4725,0,,0,0,0,1,0,0,0,0,1,1
M,48.0,603,64728.08093135806,16,10,13.969,4,7.0,0,1,0,1,1,0,1,1,0,0
M,50.0,122,112866.34490638279,14,3,35.526666666666664,3,6.0,0,1,0,1,1,1,0,1,1,0
F,41.0,361,72298.99667761891,9,9,3.6222222222222222,1,2.0,0,0,0,0,1,0,0,0,0,1
M,45.0,1179,107706.66900758668,8,7,23.43857142857143,2,7.5,1,0,0,0,1,0,0,0,1,0
M,48.0,747,108864.7256353534,10,9,23.24111111111111,3,7.666666666666667,0,1,0,0,1,0,0,1,0,0
M,59.0,175,90270.1867378014,10,3,19.096666666666668,2,5.0,1,1,0,1,1,0,1,0,0,0
M,43.0,94,45900.80217599377,4,5,3.7079999999999997,0,,0,0,0,0,1,0,0,0,0,1
F,56.0,278,71044.71886588984,10,15,18.002,4,3.5,0,0,1,0,0,0,0,0,1,0
M,54.0,597,105475.45134305148,12,12,21.768333333333334,4,7.0,0,1,0,0,1,0,0,1,1,0
F,48.0,4,47039.65692863721,6,9,10.983333333333333,1,5.0,0,0,0,1,0,0,0,0,1,0
M,63.0,212,51240.024625502854,11,6,2.3316666666666666,2,2.5,0,1,1,0,1,0,1,0,0,0
M,47.0,236,36785.699643900276,7,17,1.8817647058823528,1,5.0,1,0,0,0,0,0,1,1,1,0
M,52.0,695,64838.13589478897,10,15,3.258666666666667,0,,0,0,0,1,1,1,0,1,0,0
F,58.0,689,90196.08026610262,16,4,23.490000000000002,6,5.333333333333333,1,1,0,0,0,0,0,1,0,1
M,78.0,1174,49953.97546268674,13,20,2.4539999999999997,2,3.5,0,0,0,1,1,0,1,0,0,1
M,43.0,1486,54718.71418807145,8,22,3.2286363636363635,1,5.0,1,0,0,1,1,0,0,0,0,0
M,68.0,354,65727.37671490376,6,4,2.835,0,,0,0,0,1,1,1,0,0,0,0
M,18.0,1180,61559.64662092276,6,11,2.5036363636363634,0,,1,0,1,1,1,0,1,0,0,0
F,39.0,675,98000.88111016568,11,7,23.15285714285714,3,5.0,0,1,1,0,0,0,0,1,0,0
M,74.0,5,99104.42685981268,10,3,23.726666666666663,2,2.5,0,1,0,1,1,0,0,0,0,1
F,53.0,553,110119.78493822104,11,5,29.77,2,3.5,1,0,0,1,0,1,0,0,0,1
F,61.0,1037,83374.81764645783,14,20,18.337,4,6.75,0,0,0,0,1,1,0,1,1,1
M,23.0,89,55022.92350897277,4,8,2.63,0,,0,0,0,0,0,1,1,0,1,0
M,46.0,259,58087.116751723785,11,3,9.99,1,10.0,1,0,0,0,1,0,1,0,0,0
M,51.0,333,83673.52326378346,9,1,25.37,0,,0,0,0,0,1,1,0,0,1,0
M,77.0,110,88017.97321277324,11,5,25.578,2,3.5,0,0,1,0,0,0,0,0,1,1
F,79.0,273,96391.89759534519,11,6,22.765,2,4.0,0,1,0,0,0,1,1,0,1,0
M,41.0,1169,52460.38170394579,11,13,2.3815384615384616,1,3.0,1,1,0,1,0,0,0,1,0,0
F,60.0,890,94100.86658687064,16,7,24.395714285714288,4,5.5,1,0,0,1,0,0,0,1,1,1
F,54.0,245,49491.76948634441,14,11,12.493636363636364,3,5.666666666666667,1,0,0,0,1,1,0,0,1,1
O,63.0,1040,110821.70226245621,6,8,20.82375,2,7.5,0,0,0,0,0,0,1,1,0,0
M,73.0,103,77668.6043686102,11,2,15.945,1,5.0,1,0,0,1,0,0,1,0,0,1
M,47.0,165,79726.02180953865,13,3,20.91,2,6.5,1,1,1,0,0,0,1,1,0,0
M,84.0,846,98013.00568787406,5,5,17.752000000000002,1,10.0,0,0,0,0,0,1,0,1,0,0
M,20.0,328,60009.99920021446,12,12,2.3141666666666665,1,2.0,0,0,0,1,1,1,0,1,0,1
F,24.0,1285,45892.1049452599,10,17,2.4382352941176473,0,,0,0,0,0,1,1,1,1,1,0
F,58.0,503,78943.98239114239,10,5,19.214,2,2.5,0,1,1,1,0,1,0,0,0,0
M,35.0,301,42620.951709250556,8,5,3.662,1,3.0,1,1,0,1,0,0,1,0,0,0
M,57.0,354,35557.433304784,9,3,3.7266666666666666,0,,1,0,1,0,1,1,0,1,0,0
M,87.0,1203,70880.00258240676,11,17,2.892352941176471,2,3.5,1,0,1,0,1,1,1,0,0,1
F,86.0,1177,107661.25821399582,16,6,22.891666666666666,6,4.166666666666667,1,1,0,0,0,0,1,0,1,1
F,57.0,190,104087.52146809286,10,4,24.585,2,10.0,0,0,0,1,0,1,0,1,0,0
M,61.0,277,118736.28264707999,12,5,28.686,4,5.5,1,0,1,0,1,0,1,0,0,0
M,25.0,278,56199.55372973376,6,7,2.2785714285714285,1,2.0,1,0,0,0,0,1,0,0,0,1
M,38.0,1170,39673.53102235764,10,24,1.9574999999999998,2,5.0,1,0,0,0,0,0,1,0,1,0
M,94.0,1336,66268.95261774311,11,7,11.03,3,3.0,0,0,1,0,0,1,1,0,0,1
M,59.0,957,74638.71858610789,14,13,15.24,4,8.0,0,0,0,1,1,0,0,1,0,1
F,49.0,207,76256.7426534615,9,0,,0,,0,0,1,0,0,1,1,1,0,1
F,61.0,772,84727.81925687335,8,3,15.553333333333333,3,6.0,1,1,0,0,1,0,0,0,0,0
M,31.0,267,67706.39335929378,6,6,5.671666666666667,1,5.0,1,0,0,0,0,0,1,0,0,1
F,75.0,266,56057.53590150744,12,5,15.437999999999999,2,7.5,0,1,0,0,1,0,0,1,1,0
M,51.0,112,66553.27219847008,8,4,3.9325,1,5.0,0,1,1,0,0,0,0,0,1,1
M,68.0,237,77791.88010449815,11,9,21.01111111111111,3,4.666666666666667,0,0,0,0,0,0,0,1,1,1
M,86.0,63,71949.43377444909,9,3,5.133333333333334,2,3.5,1,0,0,1,0,0,1,0,0,1
F,62.0,19,117469.66452312031,9,6,28.266666666666666,3,3.0,0,0,1,0,0,1,1,0,0,1
M,61.0,29,64392.540536123735,5,4,6.6475,0,,0,0,0,0,1,0,1,0,0,0
F,63.0,29,57349.6064149852,6,8,3.44625,1,3.0,0,1,0,1,0,0,0,1,0,0
F,26.0,234,54629.99690618837,12,13,11.76076923076923,2,3.5,0,0,0,1,0,1,1,0,0,1
F,50.0,997,95014.07446092395,11,10,20.746,3,3.6666666666666665,0,1,0,1,0,0,1,0,0,0
F,45.0,396,101098.6680623049,8,12,28.513333333333335,2,3.0,0,1,0,0,1,0,0,0,0,0
F,88.0,893,77259.82320580361,11,10,15.286000000000001,3,3.3333333333333335,1,1,0,0,0,1,0,0,0,1
F,50.0,321,98442.45091997895,4,4,19.4975,1,2.0,0,0,0,0,0,1,0,0,0,1
F,65.0,320,127306.32456710924,14,15,24.684666666666665,4,4.75,0,0,0,0,1,1,0,0,1,1
M,55.0,374,82235.90859787828,14,10,21.166,4,8.0,1,0,1,0,1,0,0,1,0,1
M,71.0,841,113432.00295258267,14,9,24.486666666666665,3,6.666666666666667,1,0,0,1,0,1,0,1,0,0
F,34.0,1035,57218.2778312678,7,13,8.86923076923077,1,2.0,0,0,0,0,0,1,0,0,0,1
M,81.0,335,69757.34682694612,8,1,5.28,1,5.0,0,0,0,1,0,0,0,0,1,1
F,65.0,1799,143206.91292769866,12,4,29.8575,2,3.5,1,0,1,1,1,0,0,0,1,0
F,63.0,122,63615.57621996121,9,1,12.65,1,5.0,0,0,1,0,0,0,0,0,1,0
M,73.0,790,68512.50085614152,14,6,16.646666666666665,4,3.5,1,0,0,1,0,0,1,0,0,1
F,84.0,182,80012.31148035925,8,2,29.375,2,3.5,1,0,0,0,0,0,1,0,0,1
F,55.0,43,62564.68792220427,12,0,,0,,1,1,1,1,0,0,0,0,0,0
M,63.0,305,74649.5990671602,12,10,23.258000000000003,4,4.5,1,1,0,0,0,0,1,0,1,0
F,24.0,101,52097.74687387913,5,10,14.222,2,3.5,1,0,0,0,0,0,0,0,0,1
M,36.0,1822,108661.52138742771,4,8,4.64,1,3.0,0,1,0,1,0,0,0,0,0,0
M,56.0,779,81317.42661374502,7,6,19.548333333333332,1,5.0,0,0,0,1,0,0,1,1,0,0
F,65.0,450,130844.1563051974,9,3,36.24666666666667,1,10.0,0,0,0,1,1,0,0,0,0,1
M,75.0,33,75523.67891246571,2,0,,0,,0,0,0,0,0,0,0,0,1,0
M,71.0,736,133137.92802475247,11,10,26.796999999999997,3,6.0,1,1,0,0,0,0,1,1,0,0
M,71.0,214,123446.39192015519,14,5,18.77,4,8.75,0,0,0,0,1,0,1,1,1,0
M,61.0,457,42945.03690940509,10,14,2.6207142857142856,2,2.5,0,1,1,0,0,0,0,1,0,1
O,73.0,132,90483.66168929076,7,4,27.4725,1,5.0,0,0,1,1,0,0,1,0,0,0
M,19.0,127,74981.21881825136,7,5,18.645999999999997,1,10.0,0,0,0,1,0,0,0,1,0,0
F,64.0,367,36735.488248680835,8,5,7.736,3,3.0,0,0,1,0,0,0,1,0,1,0
F,66.0,279,118786.36481138383,10,6,32.266666666666666,3,5.666666666666667,1,0,0,1,0,0,0,1,0,1
M,37.0,152,60921.550149723385,11,3,17.046666666666667,1,2.0,0,0,1,1,0,0,1,0,0,0
M,22.0,583,55409.28127499184,10,11,11.466363636363637,3,3.6666666666666665,0,1,0,1,0,0,1,0,0,0
F,54.0,7,96141.79727473515,7,4,24.002499999999998,1,10.0,0,0,0,0,0,1,0,1,0,0
M,62.0,202,76176.39051958446,7,2,21.605,0,,1,0,0,1,0,1,0,1,0,0
F,50.0,201,78246.9146463304,10,11,20.177272727272726,3,3.3333333333333335,0,1,0,0,0,1,1,0,0,1
F,80.0,365,93959.99999999655,13,6,19.12,5,3.4,1,1,1,0,0,0,0,0,1,1
M,55.0,1037,139372.82949855636,11,4,24.7925,3,5.0,0,0,0,1,0,0,1,0,1,0
M,40.0,510,55676.46971177722,16,22,3.6040909090909095,5,3.6,0,1,0,1,0,0,0,0,1,1
M,43.0,951,63546.00487910467,15,19,15.121052631578948,3,4.666666666666667,0,0,1,1,0,1,0,1,0,1
M,61.0,536,59341.48710676791,12,14,40.14071428571429,4,5.0,0,1,0,0,0,0,0,1,1,1
F,32.0,421,46991.60074606521,11,19,10.110526315789473,3,4.0,0,0,0,1,0,1,1,0,1,1
F,68.0,326,34276.97031919105,15,18,8.536111111111111,5,5.2,0,1,0,0,0,0,1,1,1,0
F,66.0,339,111705.92895290226,5,3,31.386666666666667,1,2.0,0,0,1,0,0,1,0,0,0,0
M,36.0,212,36600.01758964489,12,4,3.4875,1,3.0,1,1,0,0,1,0,0,0,1,1
M,38.0,280,63648.971686392215,11,5,15.553999999999998,3,5.666666666666667,1,0,1,0,1,1,0,0,0,0
F,80.0,1094,68010.1064097198,10,7,12.885714285714286,4,4.25,0,0,1,0,0,0,1,0,1,0
F,82.0,184,70690.02713171323,11,15,16.318666666666665,3,2.6666666666666665,0,1,0,0,0,1,0,0,0,1
